Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix
2007,150 000 - 159 999,Daihatsu,Sirion,6 CV,"Voitures, Offre",Essence,"(45000.0,)"
2013,150 000 - 159 999,Land Rover,Range Rover,12 CV,centre_ville,Diesel,"(520000.0,)"
2013,110 000 - 119 999,Opel,Corsa,najah,"Voitures, Offre",Diesel,"(90000.0,)"
2013,95 000 - 99 999,Porsche,Panamera,"Voitures, Offre","
",Diesel,"(250000.0,)"
6,"200 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,"(1800000.0,)"
2015,75 000 - 79 999,Kia,Picanto,"Voitures, Offre","
",Essence,"(nan,)"
2000,25 000 - 29 999,Volkswagen,GOLF 4,anfa,"Voitures, Offre",Diesel,"(70000.0,)"
2011,110 000 - 119 999,Honda,CR-V,8 CV,centre_ville,Diesel,"(127000.0,)"
4,"280 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",val_fleuri,"(4800000.0,)"
2015,110 000 - 119 999,Opel,Astra,7 CV,massira_1,Diesel,"(nan,)"
2015,30 000 - 34 999,mini,cooper,6 CV,californie,Diesel,"(235000.0,)"
2014,110 000 - 119 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,"(105000.0,)"
1993,300 000 - 349 999,Renault,Clio,7 CV,"Voitures, Offre",Diesel,"(32000.0,)"
2010,120 000 - 129 999,Land Rover,Range Rover Sport,12 CV,belvedere,Diesel,"(nan,)"
1991,30 000 - 34 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,"(43000.0,)"
2013,85 000 - 89 999,Renault,Fluence,6 CV,ain_sebaa,Diesel,"(92000.0,)"
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(150.0,)"
2009,200 000 - 249 999,BMW,X6,12 CV,californie,Diesel,"(195000.0,)"
hay_mohammadi,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(250.0,)"
2017,45 000 - 49 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,"(117000.0,)"
2012,250 000 - 299 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(84000.0,)"
2011,100 000 - 109 999,Volkswagen,GOLF 6,ain_chock,"Voitures, Offre",Diesel,"(nan,)"
"Services, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(250.0,)"
sbata,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(599.0,)"
2018,30 000 - 34 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,"(139000.0,)"
2002,350 000 - 399 999,Mercedes-Benz,270,11 CV,"Voitures, Offre",Diesel,"(63000.0,)"
2003,160 000 - 169 999,Volkswagen,GOLF 4,hay_massira,"Voitures, Offre",Diesel,"(83000.0,)"
2016,40 000 - 44 999,Renault,Megane,6 CV,medina,Diesel,"(nan,)"
1991,10 000 - 14 999,Peugeot,205,toute_la_ville,"Voitures, Offre",Essence,"(27000.0,)"
2016,80 000 - 84 999,Hyundai,H-1,9 CV,hay_alfalah,Diesel,"(175000.0,)"
2017,40 000 - 44 999,Mercedes-Benz,Classe GLC,belvedere,"Voitures, Offre",Diesel,"(nan,)"
2015,30 000 - 34 999,Nissan,Qashqai,6 CV,lissasfa,Diesel,"(nan,)"
2016,95 000 - 99 999,Ford,Focus,ain_sebaa,"Voitures, Offre",Diesel,"(168000.0,)"
2005,0 - 4 999,Honda,CR-V,8 CV,centre_ville,Diesel,"(87000.0,)"
2016,110 000 - 119 999,Dacia,Logan,6 CV,hay_dakhla,Diesel,"(80000.0,)"
2015,85 000 - 89 999,Renault,Megane,6 CV,saies,Diesel,"(128000.0,)"
3,"-
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",hamria,"(nan,)"
iziki,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Camions, Offre","(nan,)"
2014,65 000 - 69 999,Peugeot,508,toute_la_ville,"Voitures, Offre",Diesel,"(153000.0,)"
2,"-
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",ville_nouvelle,"(nan,)"
2005,35 000 - 39 999,Chrysler,Pacifica,20 CV,yacoub_el_mansour,Essence,"(nan,)"
2012,110 000 - 119 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,"(95000.0,)"
2015,90 000 - 94 999,Fiat,500,5 CV,hay_dakhla,Essence,"(88000.0,)"
2014,80 000 - 84 999,Land Rover,Range Rover Sport,12 CV,belvedere,Diesel,"(nan,)"
2008,110 000 - 119 999,Mercedes-Benz,Classe CLS,12 CV,yacoub_el_mansour,Diesel,"(nan,)"
2013,85 000 - 89 999,Porsche,Cayenne,12 CV,belvedere,Diesel,"(nan,)"
2010,170 000 - 179 999,BMW,X6,12 CV,sidi_maarouf,Diesel,"(189000.0,)"
2009,180 000 - 189 999,Volkswagen,GOLF 6,8 CV,saies,Diesel,"(128000.0,)"
2010,200 000 - 249 999,Volkswagen,GOLF 5,8 CV,2_mars,Diesel,"(88000.0,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(249.0,)"
2014,50 000 - 54 999,Citroen,Nemo,6 CV,hay_riad,Diesel,"(62000.0,)"
2012,120 000 - 129 999,BMW,Serie 5,13 CV,yacoub_el_mansour,Essence,"(nan,)"
2016,35 000 - 39 999,Dacia,Duster,6 CV,charaf,Diesel,"(165000.0,)"
2010,200 000 - 249 999,Dacia,Logan,8 CV,"Voitures, Offre",Essence,"(46000.0,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(75.0,)"
2009,150 000 - 159 999,Volkswagen,CC,8 CV,"Voitures, Offre",Diesel,"(153000.0,)"
1984,50 000 - 54 999,Mercedes-Benz,190,8 CV,bernoussi,Diesel,"(32000.0,)"
2011,150 000 - 159 999,Volvo,S60,centre_ville,"Voitures, Offre",Diesel,"(nan,)"
2016,60 000 - 64 999,Peugeot,301,6 CV,bernoussi,Diesel,"(98000.0,)"
1990,300 000 - 349 999,Citroen,AX,toute_la_ville,"Voitures, Offre",Essence,"(15000.0,)"
2004,180 000 - 189 999,Mazda,3,9 CV,"Voitures, Offre",Essence,"(43000.0,)"
2015,85 000 - 89 999,Volkswagen,PASSAT CC,8 CV,route_ain_chkaf,Diesel,"(209000.0,)"
2015,100 000 - 109 999,BMW,Serie 3,8 CV,agdal,Diesel,"(245000.0,)"
2014,75 000 - 79 999,Dacia,Dokker,6 CV,centre_ville,Diesel,"(99000.0,)"
2000,180 000 - 189 999,Peugeot,306,7 CV,"Voitures, Offre",Diesel,"(47000.0,)"
2017,20 000 - 24 999,Ford,Fiesta,hay_el_fath,"Voitures, Offre",Diesel,"(nan,)"
2009,150 000 - 159 999,Renault,Scenic,saies,"Voitures, Offre",Diesel,"(105000.0,)"
2013,110 000 - 119 999,Peugeot,508,8 CV,oulfa,Diesel,"(nan,)"
2017,65 000 - 69 999,Peugeot,Tepee,6 CV,hay_riad,Diesel,"(125000.0,)"
2012,100 000 - 109 999,BMW,Serie 5,8 CV,belvedere,Diesel,"(nan,)"
2016,60 000 - 64 999,Audi,Q5,12 CV,centre_ville,Diesel,"(620000.0,)"
2013,85 000 - 89 999,Porsche,Boxster,16 CV,belvedere,Essence,"(nan,)"
2011,150 000 - 159 999,Nissan,Qashqai,8 CV,"Voitures, Offre",Diesel,"(140000.0,)"
1994,200 000 - 249 999,Peugeot,306,ain_chock,"Voitures, Offre",Diesel,"(30000.0,)"
2014,120 000 - 129 999,Mercedes-Benz,Classe E,9 CV,maarif,Diesel,"(255000.0,)"
2007,150 000 - 159 999,Dacia,Logan,8 CV,"Voitures, Offre",Essence,"(47000.0,)"
2012,120 000 - 129 999,Citroen,Berlingo,6 CV,"Voitures, Offre",Diesel,"(86000.0,)"
2012,120 000 - 129 999,Opel,Astra,6 CV,2_mars,Diesel,"(110000.0,)"
2012,120 000 - 129 999,Dacia,Logan,7 CV,"Voitures, Offre",Diesel,"(59000.0,)"
2006,100 000 - 109 999,Porsche,Cayenne,26 CV,centre,Essence,"(nan,)"
2013,0 - 4 999,Volkswagen,Caddy,6 CV,agadir_oufella,Diesel,"(nan,)"
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(250.0,)"
"Camions, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
","(130000.0,)"
2012,65 000 - 69 999,Ford,Fiesta,6 CV,2_mars,Diesel,"(95000.0,)"
2013,80 000 - 84 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,"(126000.0,)"
2019,0 - 4 999,Mercedes-Benz,Classe C,9 CV,anfa,Diesel,"(nan,)"
2014,100 000 - 109 999,Ford,Focus,6 CV,autre_secteur,Diesel,"(140000.0,)"
2016,45 000 - 49 999,Toyota,Auris,hay_salam,"Voitures, Offre",Diesel,"(155000.0,)"
2013,95 000 - 99 999,Hyundai,ix 35,7 CV,val_fleury,Diesel,"(155000.0,)"
2012,100 000 - 109 999,Peugeot,Bipper,6 CV,ain_chock,Diesel,"(57000.0,)"
2007,80 000 - 84 999,BMW,Serie 3,18 CV,maarif,Essence,"(132000.0,)"
2002,170 000 - 179 999,Audi,A4,10 CV,"Voitures, Offre",Essence,"(62000.0,)"
2009,120 000 - 129 999,Chevrolet,Optra,"Voitures, Offre","
",Essence,"(44000.0,)"
2007,0 - 4 999,Toyota,Hilux,toute_la_ville,"Voitures, Offre",Diesel,"(90000.0,)"
2014,130 000 - 139 999,Fiat,FREEMONT,8 CV,sidi_maarouf,Diesel,"(123000.0,)"
2018,0 - 4 999,Dacia,Sandero,7 CV,"Voitures, Offre",Diesel,"(116000.0,)"
2,"60 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",agdal,"(800000.0,)"
iziki,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Camions, Offre","(nan,)"
2013,85 000 - 89 999,Renault,Fluence,6 CV,ain_sebaa,Diesel,"(92000.0,)"
2012,160 000 - 169 999,Fiat,Punto,8 CV,"Voitures, Offre",Diesel,"(78000.0,)"
1984,10 000 - 14 999,Peugeot,504,8 CV,"Voitures, Offre",Diesel,"(27000.0,)"
ain_chock,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(200.0,)"
2007,200 000 - 249 999,Mercedes-Benz,220,9 CV,autre_secteur,Diesel,"(nan,)"
2009,80 000 - 84 999,Fiat,500,8 CV,autre_secteur,Essence,"(73000.0,)"
2006,250 000 - 299 999,Hyundai,Accent,toute_la_ville,"Voitures, Offre",Diesel,"(45000.0,)"
2006,150 000 - 159 999,Mazda,PREMACY,hassan,"Voitures, Offre",Diesel,"(nan,)"
2019,0 - 4 999,Volkswagen,GOLF 7,8 CV,maarif,Diesel,"(480000.0,)"
2004,85 000 - 89 999,Mitsubishi,nativa,11 CV,targa,Diesel,"(53000.0,)"
2005,15 000 - 19 999,Hyundai,Atos,riad_oulad_mtaa,"Voitures, Offre",Essence,"(35000.0,)"
2004,200 000 - 249 999,Renault,Laguna,7 CV,iziki,Diesel,"(nan,)"
2014,60 000 - 64 999,BMW,Serie 5,anfa,"Voitures, Offre",Diesel,"(nan,)"
2015,70 000 - 74 999,BMW,X6,12 CV,maarif,Diesel,"(450000.0,)"
2009,110 000 - 119 999,Kia,Picanto,guich_oudaya,"Voitures, Offre",Essence,"(52000.0,)"
2009,140 000 - 149 999,Mercedes-Benz,Classe E,9 CV,hassan,Diesel,"(169000.0,)"
2017,50 000 - 54 999,Porsche,Cayenne,12 CV,derb_ghallef,Diesel,"(nan,)"
2,"58 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",centre_ville,"(590000.0,)"
2011,110 000 - 119 999,BMW,Serie 5,11 CV,yacoub_el_mansour,Diesel,"(nan,)"
2017,40 000 - 44 999,Mercedes-Benz,Classe E,9 CV,maarif,Diesel,"(650000.0,)"
2007,170 000 - 179 999,BMW,Serie 7,12 CV,"Voitures, Offre",Diesel,"(105000.0,)"
2012,110 000 - 119 999,Land Rover,Range Rover Evoque,9 CV,centre_ville,Diesel,"(280000.0,)"
mont_fleuri_2,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Jeux vidéo et Consoles, Offre","(1200.0,)"
2010,120 000 - 129 999,Opel,Astra,8 CV,2_mars,Diesel,"(119000.0,)"
2013,100 000 - 109 999,Seat,Ibiza,6 CV,hassan,Essence,"(nan,)"
2018,60 000 - 64 999,Volkswagen,GOLF 7,"Voitures, Offre","
",Diesel,"(192000.0,)"
2000,190 000 - 199 999,BMW,Serie 3,autre_secteur,"Voitures, Offre",Essence,"(nan,)"
2000,35 000 - 39 999,Alfa Romeo,145,mhamid,"Voitures, Offre",Essence,"(120000.0,)"
2008,200 000 - 249 999,Toyota,Corolla,8 CV,centre_ville,Diesel,"(75000.0,)"
2003,20 000 - 24 999,Volkswagen,Touareg,riad_toulal,"Voitures, Offre",Diesel,"(nan,)"
2014,5 000 - 9 999,Fiat,Punto,5 CV,"Voitures, Offre",Diesel,"(89000.0,)"
2005,30 000 - 34 999,Renault,Kangoo,"Voitures, Offre","
",Diesel,"(64000.0,)"
2000,190 000 - 199 999,Rover,75,"Voitures, Offre","
",Essence,"(35000.0,)"
1994,30 000 - 34 999,Renault,19,le_centreville,"Voitures, Offre",Diesel,"(36000.0,)"
2014,75 000 - 79 999,Dacia,Logan,6 CV,centre,Diesel,"(nan,)"
1997,35 000 - 39 999,BMW,Serie 5,11 CV,"Voitures, Offre",Essence,"(22000.0,)"
2016,30 000 - 34 999,Mercedes-Benz,Classe C,9 CV,maarif,Diesel,"(425000.0,)"
2015,40 000 - 44 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,"(nan,)"
2004,200 000 - 249 999,Mazda,PREMACY,8 CV,"Voitures, Offre",Diesel,"(57000.0,)"
2005,200 000 - 249 999,Peugeot,206,6 CV,"Voitures, Offre",Essence,"(43000.0,)"
2012,85 000 - 89 999,Chevrolet,Cruze,8 CV,bir_rami_ouest,Diesel,"(105000.0,)"
2015,170 000 - 179 999,Ford,Focus,7 CV,autre_secteur,Diesel,"(75000.0,)"
2006,190 000 - 199 999,Renault,Kangoo,7 CV,toute_la_ville,Diesel,"(80000.0,)"
1999,110 000 - 119 999,Fiat,Siena,7 CV,"Voitures, Offre",Diesel,"(27000.0,)"
2012,150 000 - 159 999,Audi,Q5,12 CV,maarif,Diesel,"(315000.0,)"
2015,80 000 - 84 999,Renault,Kangoo,6 CV,2_mars,Diesel,"(109000.0,)"
2001,300 000 - 349 999,Renault,Laguna,7 CV,autre_secteur,Diesel,"(51000.0,)"
2016,25 000 - 29 999,Audi,Q5,"Voitures, Offre","
",Diesel,"(nan,)"
2011,200 000 - 249 999,Mahindra,Scorpion,10 CV,"Voitures, Offre",Diesel,"(80000.0,)"
2007,130 000 - 139 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Essence,"(100000.0,)"
2017,35 000 - 39 999,Fiat,Pinto,5 CV,autre_secteur,Electrique,"(96000.0,)"
2016,40 000 - 44 999,Volkswagen,Polo,6 CV,"Voitures, Offre",Diesel,"(116000.0,)"
2007,170 000 - 179 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,"(38000.0,)"
2017,15 000 - 19 999,Peugeot,308,6 CV,sidi_maarouf,Diesel,"(180000.0,)"
1998,110 000 - 119 999,Renault,Clio,sidi_bouzekri,"Voitures, Offre",Essence,"(37000.0,)"
2016,85 000 - 89 999,Renault,Megane,6 CV,ain_sebaa,Diesel,"(132000.0,)"
2009,190 000 - 199 999,Mercedes-Benz,Classe E,9 CV,autre_secteur,Diesel,"(173000.0,)"
2014,70 000 - 74 999,Peugeot,Bipper,6 CV,ain_chock,Diesel,"(62000.0,)"
2017,65 000 - 69 999,Mercedes-Benz,Classe GLE,12 CV,maarif,Diesel,"(740000.0,)"
2012,80 000 - 84 999,Honda,Accord,13 CV,californie,Essence,"(115000.0,)"
2013,110 000 - 119 999,Renault,Latitude,hassan,"Voitures, Offre",Diesel,"(126000.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Equipements pour enfant et bébé, Offre","(200.0,)"
2014,80 000 - 84 999,Fiat,500,7 CV,sidi_maarouf,Essence,"(85000.0,)"
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","AUTRES, Offre","(730.0,)"
2013,120 000 - 129 999,Citroen,Berlingo,6 CV,autre_secteur,Diesel,"(110000.0,)"
2015,95 000 - 99 999,Peugeot,308,6 CV,autre_secteur,Diesel,"(123000.0,)"
2009,170 000 - 179 999,Hyundai,Santa Fe,8 CV,centre_ville,Diesel,"(89000.0,)"
2009,160 000 - 169 999,Audi,A5,11 CV,ain_sebaa,Diesel,"(135000.0,)"
2011,170 000 - 179 999,Volvo,C30,6 CV,autre_secteur,Diesel,"(95000.0,)"
2003,160 000 - 169 999,Volkswagen,Polo,8 CV,"Voitures, Offre",Diesel,"(60000.0,)"
2013,190 000 - 199 999,Citroen,Berlingo,10 CV,"Voitures, Offre",Diesel,"(107000.0,)"
2017,65 000 - 69 999,Audi,A4,anfa,"Voitures, Offre",Diesel,"(288000.0,)"
2015,100 000 - 109 999,Renault,Kangoo,autre_secteur,"Voitures, Offre",Diesel,"(95000.0,)"
2017,30 000 - 34 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,"(115000.0,)"
bourgogne,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(249.0,)"
2009,95 000 - 99 999,BMW,Serie 1,9 CV,autre_secteur,Essence,"(90000.0,)"
2017,55 000 - 59 999,Dacia,Duster,"Voitures, Offre","
",Diesel,"(nan,)"
2,"48 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",hay_mohammadi,"(300.0,)"
2009,200 000 - 249 999,Citroen,C5,tilila,"Voitures, Offre",Diesel,"(86000.0,)"
2012,120 000 - 129 999,Mercedes-Benz,Classe C,8 CV,2_mars,Diesel,"(180000.0,)"
2015,80 000 - 84 999,Hyundai,Elantra,6 CV,2_mars,Diesel,"(135000.0,)"
2012,150 000 - 159 999,Hyundai,i 30,6 CV,saies,Diesel,"(105000.0,)"
2007,15 000 - 19 999,Audi,Q7,val_fleuri,"Voitures, Offre",Diesel,"(127000.0,)"
2010,250 000 - 299 999,Volkswagen,Touareg,12 CV,hay_dakhla,Diesel,"(120000.0,)"
2016,85 000 - 89 999,Renault,Megane,6 CV,ain_sebaa,Diesel,"(132000.0,)"
bourgogne,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(249.0,)"
2013,90 000 - 94 999,Volkswagen,Fox,6 CV,2_mars,Essence,"(55000.0,)"
2012,25 000 - 29 999,Mitsubishi,lancer,8 CV,"Voitures, Offre",Diesel,"(97000.0,)"
2,"55 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",hay_mohammadi,"(300.0,)"
2010,110 000 - 119 999,Citroen,C1,yacoub_el_mansour,"Voitures, Offre",Essence,"(60000.0,)"
2001,190 000 - 199 999,Mercedes-Benz,220,guich_oudaya,"Voitures, Offre",Diesel,"(75000.0,)"
2017,40 000 - 44 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,"(130000.0,)"
2006,110 000 - 119 999,Mercedes-Benz,Classe E,12 CV,yacoub_el_mansour,Diesel,"(nan,)"
1989,130 000 - 139 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,"(26000.0,)"
2014,100 000 - 109 999,Peugeot,508,9 CV,oulfa,Diesel,"(154000.0,)"
2015,190 000 - 199 999,Volkswagen,Touran,"Voitures, Offre","
",Diesel,"(nan,)"
2019,30 000 - 34 999,Volkswagen,Caddy,8 CV,hay_dakhla,Diesel,"(162000.0,)"
2006,120 000 - 129 999,Volkswagen,Passat,8 CV,saies,Diesel,"(98000.0,)"
2010,160 000 - 169 999,Ssangyong,Kyron,centre,"Voitures, Offre",Diesel,"(94000.0,)"
bourgogne,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(189.0,)"
2015,60 000 - 64 999,Dacia,Sandero,7 CV,"Voitures, Offre",Diesel,"(106000.0,)"
5,"-
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,"(750000.0,)"
2018,20 000 - 24 999,Peugeot,3008,8 CV,hay_dakhla,Diesel,"(270000.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre","(2150.0,)"
2004,190 000 - 199 999,Renault,Megane,8 CV,autre_secteur,Essence,"(56000.0,)"
2015,80 000 - 84 999,Volkswagen,PASSAT CC,ain_sebaa,"Voitures, Offre",Diesel,"(185000.0,)"
2012,5 000 - 9 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,"(62000.0,)"
2016,20 000 - 24 999,Fiat,GRANDE PUNTO,"Voitures, Offre","
",Essence,"(78000.0,)"
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(700.0,)"
2016,60 000 - 64 999,Ford,Kuga,8 CV,es_saada,Diesel,"(nan,)"
centre_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(699.0,)"
2008,150 000 - 159 999,Honda,Accord,11 CV,ain_chock,Essence,"(68000.0,)"
2015,140 000 - 149 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(770000.0,)"
2016,70 000 - 74 999,Citroen,Berlingo,6 CV,autre_secteur,Diesel,"(102000.0,)"
2014,120 000 - 129 999,Audi,A5,8 CV,agdal,Diesel,"(280000.0,)"
2011,15 000 - 19 999,Citroen,Berlingo,"Voitures, Offre","
",Diesel,"(nan,)"
2017,15 000 - 19 999,Renault,Clio,6 CV,agdal,Diesel,"(143000.0,)"
2015,120 000 - 129 999,Fiat,Punto,5 CV,"Voitures, Offre",Diesel,"(80000.0,)"
2011,140 000 - 149 999,Citroen,2 CV,"Voitures, Offre","
",Diesel,"(nan,)"
2019,0 - 4 999,Mercedes-Benz,Classe GLC,10 CV,anfa,Diesel,"(nan,)"
1995,200 000 - 249 999,Fiat,Uno,ain_chock,"Voitures, Offre",Essence,"(25000.0,)"
2016,55 000 - 59 999,Dacia,Duster,6 CV,centre,Diesel,"(nan,)"
2000,0 - 4 999,Renault,Megane,7 CV,"Voitures, Offre",Diesel,"(50000.0,)"
1988,0 - 4 999,Peugeot,309,7 CV,"Voitures, Offre",Diesel,"(36000.0,)"
1980 ou plus ancien,30 000 - 34 999,Mercedes-Benz,207D,toute_la_ville,"Voitures, Offre",Diesel,"(80000.0,)"
2009,100 000 - 109 999,Toyota,RAV 4,11 CV,yacoub_el_mansour,Essence,"(nan,)"
5,"192 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",wafa,"(2112000.0,)"
2016,70 000 - 74 999,Audi,Q5,"Voitures, Offre","
",Diesel,"(479000.0,)"
bourgogne,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Services, Offre","(249.0,)"
2015,60 000 - 64 999,Dacia,Sandero,7 CV,"Voitures, Offre",Diesel,"(10600.0,)"
2011,160 000 - 169 999,Citroen,Berlingo,7 CV,"Voitures, Offre",Diesel,"(58000.0,)"
2012,10 000 - 14 999,Alfa Romeo,GIULIA,18 CV,"Voitures, Offre",Essence,"(nan,)"
2018,10 000 - 14 999,Fiat,Doblo,6 CV,ain_sebaa,Diesel,"(nan,)"
2018,50 000 - 54 999,Nissan,Micra,6 CV,ain_chock,Diesel,"(140800.0,)"
2008,110 000 - 119 999,Honda,Accord,ain_sebaa,"Voitures, Offre",Essence,"(78000.0,)"
2015,90 000 - 94 999,Volkswagen,PASSAT CC,8 CV,ain_sebaa,Diesel,"(nan,)"
2015,60 000 - 64 999,Audi,A5,8 CV,californie,Diesel,"(340000.0,)"
2006,110 000 - 119 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,"(45000.0,)"
2002,110 000 - 119 999,Citroen,C5,8 CV,saies,Diesel,"(75000.0,)"
2001,180 000 - 189 999,Fiat,Uno,6 CV,yacoub_el_mansour,Essence,"(27000.0,)"
2014,80 000 - 84 999,Dacia,Sandero,6 CV,autre_secteur,Diesel,"(105000.0,)"
2014,85 000 - 89 999,Ford,Fiesta,6 CV,narjis,Essence,"(79000.0,)"
2012,90 000 - 94 999,Citroen,Berlingo,"Voitures, Offre","
",Diesel,"(98000.0,)"
2016,110 000 - 119 999,Jeep,Grand Cherokee,ain_sebaa,"Voitures, Offre",Diesel,"(nan,)"
2016,90 000 - 94 999,Audi,A6,12 CV,maarif,Diesel,"(320000.0,)"
2005,190 000 - 199 999,Renault,Scenic,5 CV,"Voitures, Offre",Diesel,"(72000.0,)"
2,"32 m²
","Magasins, Commerces et Locaux industriels, Offre de location","
","
Sauvegarder l'annonce
","
",quartier_des_hopitaux,"(3800.0,)"
2001,200 000 - 249 999,Mercedes-Benz,220,bernoussi,"Voitures, Offre",Diesel,"(85000.0,)"
2012,50 000 - 54 999,Land Rover,Range Rover Evoque,11 CV,maarif,Essence,"(265000.0,)"
2013,120 000 - 129 999,Peugeot,508,6 CV,"Voitures, Offre",Diesel,"(115000.0,)"
2006,190 000 - 199 999,Citroen,C3,6 CV,"Voitures, Offre",Diesel,"(56000.0,)"
autre_secteur,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Matériels Professionnels, Offre","(1500.0,)"
2013,120 000 - 129 999,Volkswagen,Polo,6 CV,hay_dakhla,Diesel,"(108000.0,)"
2009,190 000 - 199 999,Dacia,Logan,narjis,"Voitures, Offre",Essence,"(47000.0,)"
2,"102 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",sidi_maarouf,"(840000.0,)"
2017,60 000 - 64 999,Hyundai,CRETA,6 CV,hay_al_bahja,Diesel,"(nan,)"
2014,200 000 - 249 999,Skoda,Octavia,8 CV,hay_dakhla,Diesel,"(150000.0,)"
2,"84 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",la_belle_vue,"(249.0,)"
2015,100 000 - 109 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(85000.0,)"
2002,5 000 - 9 999,Volkswagen,Passat,"Voitures, Offre","
",Essence,"(50000.0,)"
2016,120 000 - 129 999,Renault,Clio,"Voitures, Offre","
",Diesel,"(114000.0,)"
2011,110 000 - 119 999,Fiat,Punto,5 CV,"Voitures, Offre",Diesel,"(70000.0,)"
2016,100 000 - 109 999,Dacia,Logan,"Voitures, Offre","
",Diesel,"(nan,)"
2012,140 000 - 149 999,Seat,Ibiza,5 CV,gueliz,Diesel,"(88000.0,)"
2015,100 000 - 109 999,Fiat,Doblo,5 CV,"Voitures, Offre",Diesel,"(85000.0,)"
2007,130 000 - 139 999,Honda,Jazz,8 CV,"Voitures, Offre",Essence,"(54000.0,)"
2014,150 000 - 159 999,Citroen,Nemo,"Voitures, Offre","
",Diesel,"(80000.0,)"
2014,150 000 - 159 999,Audi,Q7,12 CV,"Voitures, Offre",Diesel,"(185000.0,)"
2006,90 000 - 94 999,Fiat,Palio,7 CV,hay_salam,Diesel,"(55000.0,)"
1993,90 000 - 94 999,Suzuki,other,6 CV,lissasfa,Essence,"(32000.0,)"
2005,180 000 - 189 999,BMW,Serie 1,centre_ville,"Voitures, Offre",Essence,"(65000.0,)"
2016,30 000 - 34 999,mini,cooper,6 CV,alsace_lorraine,Diesel,"(nan,)"
2010,130 000 - 139 999,Renault,Fluence,6 CV,autre_secteur,Diesel,"(100000.0,)"
