Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix 
2012,200 000 - 249 999,Suzuki,Grand Vitara,centre_ville,"Voitures, Offre",Diesel,"(None,)"
1980 ou plus ancien,100 000 - 109 999,Peugeot,405,hay_mohammadi,"Voitures, Offre",Essence,"(None,)"
2005,190 000 - 199 999,Kia,Sorento,10 CV,"Voitures, Offre",Diesel,70 000
1987,200 000 - 249 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,42 000
2018,5 000 - 9 999,Renault,Kadjar,6 CV,"Voitures, Offre",Diesel,200 000
2011,160 000 - 169 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(None,)"
2006,250 000 - 299 999,Dacia,Logan,7 CV,"Voitures, Offre",Diesel,55 000
2002,25 000 - 29 999,BMW,Serie 5,cgi,"Voitures, Offre",Essence,25 000
2008,80 000 - 84 999,Suzuki,Alto,sbata,"Voitures, Offre",Essence,34 000
2014,100 000 - 109 999,Peugeot,508,"Voitures, Offre","
",Diesel,155 000
2008,250 000 - 299 999,Renault,Megane,ben_msick,"Voitures, Offre",Diesel,71 000
2007,250 000 - 299 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,57 000
1992,200 000 - 249 999,Renault,19,7 CV,"Voitures, Offre",Diesel,35 000
2007,100 000 - 109 999,Ford,Focus,7 CV,belvedere,Diesel,77 000
2010,250 000 - 299 999,Peugeot,Partner,7 CV,boustane,Diesel,59 000
2008,140 000 - 149 999,Renault,Kangoo,cgi,"Voitures, Offre",Diesel,83 000
haut_agdal,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre",799
2004,Plus de 500 000,Citroen,Berlingo,7 CV,autre_secteur,Diesel,43 000
2007,20 000 - 24 999,Renault,19,8 CV,"Voitures, Offre",Essence,350 000
2012,130 000 - 139 999,Renault,Fluence,6 CV,"Voitures, Offre",Diesel,84 000
2006,180 000 - 189 999,Hyundai,Santa Fe,8 CV,"Voitures, Offre",Diesel,90 000
2010,100 000 - 109 999,Volkswagen,PASSAT CC,"Voitures, Offre","
",Diesel,160 000
2010,140 000 - 149 999,Hyundai,Accent,6 CV,"Voitures, Offre",Diesel,90 000
1987,20 000 - 24 999,Suzuki,Carry,toute_la_ville,"Voitures, Offre",Essence,30 000
2013,250 000 - 299 999,Volkswagen,Caddy,"Voitures, Offre","
",Diesel,"(None,)"
2010,100 000 - 109 999,BMW,Serie 3,8 CV,"Voitures, Offre",Diesel,180 000
2003,200 000 - 249 999,Peugeot,206,7 CV,californie,Diesel,56 000
2010,140 000 - 149 999,Renault,Trafic,8 CV,"Voitures, Offre",Diesel,85 000
2016,70 000 - 74 999,Ford,Fiesta,agdal,"Voitures, Offre",Essence,88 000
2014,110 000 - 119 999,Peugeot,508,"Voitures, Offre","
",Diesel,12 500
2004,300 000 - 349 999,Mercedes-Benz,CLASSE ML,11 CV,"Voitures, Offre",Diesel,60 000
1998,30 000 - 34 999,Peugeot,306,8 CV,"Voitures, Offre",Diesel,37 500
2011,140 000 - 149 999,BMW,Serie 5,hay_riad,"Voitures, Offre",Diesel,225 000
2015,180 000 - 189 999,Renault,Scenic,6 CV,sidi_maarouf,Diesel,85 000
"Pièces et Accessoires pour véhicules, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",150
2014,80 000 - 84 999,Seat,Leon,7 CV,marjane,Diesel,185 000
2014,95 000 - 99 999,Volkswagen,Caddy,hay_riad,"Voitures, Offre",Diesel,"(None,)"
2001,20 000 - 24 999,Ford,ESCORT,7 CV,"Voitures, Offre",Diesel,34 000
2013,95 000 - 99 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,120 000
1997,300 000 - 349 999,Renault,Clio,hay_chmaou,"Voitures, Offre",Essence,28 000
2018,0 - 4 999,Ford,Fiesta,anfa,"Voitures, Offre",Diesel,150 000
1986,200 000 - 249 999,Renault,Trafic,8 CV,"Voitures, Offre",Diesel,55 000
2002,160 000 - 169 999,Volkswagen,Polo,tanger_city_center,"Voitures, Offre",Diesel,50 000
2011,5 000 - 9 999,Peugeot,Partner,sidi_maarouf,"Voitures, Offre",Diesel,61 000
2003,95 000 - 99 999,Citroen,Xsara Picasso,9 CV,"Voitures, Offre",Essence,39 000
2001,15 000 - 19 999,Fiat,Palio,toute_la_ville,"Voitures, Offre",Diesel,38 000
1997,15 000 - 19 999,Fiat,Uno,"Voitures, Offre","
",Essence,22 000
1999,20 000 - 24 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,23 000
2007,190 000 - 199 999,Ford,Focus,7 CV,"Voitures, Offre",Diesel,75 000
"Camions, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",164 000
1980 ou plus ancien,5 000 - 9 999,Citroen,2 CV,5 CV,autre_secteur,Diesel,"(None,)"
1991,40 000 - 44 999,Citroen,AX,5 CV,"Voitures, Offre",Essence,18 000
2007,150 000 - 159 999,Peugeot,207,6 CV,"Voitures, Offre",Diesel,71 000
2012,190 000 - 199 999,Suzuki,Grand Vitara,centre_ville,"Voitures, Offre",Diesel,"(None,)"
2009,170 000 - 179 999,Dacia,Logan,marjane_2,"Voitures, Offre",Diesel,58 000
1995,60 000 - 64 999,Renault,19,7 CV,"Voitures, Offre",Diesel,45 000
2008,120 000 - 129 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,45 000
2006,190 000 - 199 999,BMW,X5,11 CV,"Voitures, Offre",Diesel,76 000
1997,0 - 4 999,Citroen,C15,7 CV,bernoussi,Diesel,35 000
2006,50 000 - 54 999,Fiat,Palio,"Voitures, Offre","
",Essence,37 000
2007,90 000 - 94 999,Renault,Clio,7 CV,"Voitures, Offre",Essence,50 000
1997,85 000 - 89 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,25 000
2013,120 000 - 129 999,Peugeot,Boxer,"Voitures, Offre","
",Diesel,"(None,)"
2012,180 000 - 189 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,67 000
2016,75 000 - 79 999,Nissan,Qashqai,6 CV,maarif,Diesel,195 000
2014,100 000 - 109 999,Hyundai,i 30,autre_secteur,"Voitures, Offre",Diesel,150 000
2011,170 000 - 179 999,Dacia,Logan,hay_hassani,"Voitures, Offre",Diesel,70 000
2009,180 000 - 189 999,Suzuki,XL7,autre_secteur,"Voitures, Offre",Essence,47 000
2011,100 000 - 109 999,Volkswagen,Caddy,6 CV,"Voitures, Offre",Diesel,153 000
2014,65 000 - 69 999,Nissan,Juke,6 CV,"Voitures, Offre",Diesel,136 000
2005,90 000 - 94 999,Mazda,MX-5,11 CV,"Voitures, Offre",Essence,79 000
2014,150 000 - 159 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,"(None,)"
2001,25 000 - 29 999,Volkswagen,Bora,bouarourou,"Voitures, Offre",Diesel,"(None,)"
1997,250 000 - 299 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,20 000
2014,180 000 - 189 999,Volkswagen,Touran,6 CV,"Voitures, Offre",Diesel,142 000
1988,250 000 - 299 999,Volkswagen,GOLF 2,sidi_bernoussi,"Voitures, Offre",Diesel,42 000
2009,30 000 - 34 999,Citroen,C4,8 CV,"Voitures, Offre",Essence,56 000
2004,5 000 - 9 999,Fiat,Siena,7 CV,"Voitures, Offre",Diesel,39 000
2013,10 000 - 14 999,Volkswagen,GOLF 6,4 CV,"Voitures, Offre",Diesel,130 000
2000,190 000 - 199 999,Toyota,Corolla,el_alia,"Voitures, Offre",Essence,39 000
2002,30 000 - 34 999,Honda,Civic,yacoub_el_mansour,"Voitures, Offre",Essence,47 500
2012,25 000 - 29 999,Fiat,Doblo,5 CV,"Voitures, Offre",Diesel,90 000
2010,70 000 - 74 999,Renault,EXPRESS,"Voitures, Offre","
",Diesel,52 000
1994,300 000 - 349 999,Renault,19,ouled_oujih,"Voitures, Offre",Diesel,49 000
2000,200 000 - 249 999,Volkswagen,Passat,8 CV,"Voitures, Offre",Diesel,57 000
1987,5 000 - 9 999,Peugeot,205,al_fida,"Voitures, Offre",Diesel,26 000
2003,250 000 - 299 999,Fiat,Palio,6 CV,el_qaria,Diesel,42 000
2012,120 000 - 129 999,Volkswagen,GOLF 6,iberie,"Voitures, Offre",Diesel,130 000
2008,55 000 - 59 999,Volkswagen,Tiguan,8 CV,"Voitures, Offre",Essence,95 000
1982,200 000 - 249 999,Volkswagen,Jetta,toute_la_ville,"Voitures, Offre",Diesel,14 000
2015,65 000 - 69 999,Citroen,Berlingo,6 CV,"Voitures, Offre",Diesel,120 000
2002,130 000 - 139 999,Nissan,TERRANO,11 CV,"Voitures, Offre",Diesel,30 000
1997,60 000 - 64 999,Fiat,Uno,6 CV,"Voitures, Offre",Essence,25 000
2008,300 000 - 349 999,Volkswagen,Caddy,toute_la_ville,"Voitures, Offre",Diesel,105 000
2004,80 000 - 84 999,Toyota,Avensis,9 CV,"Voitures, Offre",Essence,50 000
1986,170 000 - 179 999,Volkswagen,Jetta,7 CV,"Voitures, Offre",Diesel,39 000
2000,190 000 - 199 999,Fiat,Palio,centre_ville,"Voitures, Offre",Diesel,42 000
2015,190 000 - 199 999,Volkswagen,Touran,7 CV,la_ville_haute,Diesel,190 000
2003,190 000 - 199 999,Volkswagen,GOLF 4,toute_la_ville,"Voitures, Offre",Diesel,52 000
2015,90 000 - 94 999,Audi,A3,8 CV,autre_secteur,Diesel,"(None,)"
2001,200 000 - 249 999,Renault,Scenic,toute_la_ville,"Voitures, Offre",Diesel,62 000
2009,140 000 - 149 999,Ford,Focus,7 CV,"Voitures, Offre",Diesel,89 000
2006,450 000 - 499 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,45 000
2008,200 000 - 249 999,Volkswagen,GOLF 5,gueliz,"Voitures, Offre",Diesel,"(None,)"
2011,20 000 - 24 999,Renault,Kangoo,toute_la_ville,"Voitures, Offre",Diesel,75 000
1991,30 000 - 34 999,Volkswagen,GOLF 2,4 CV,"Voitures, Offre",Diesel,50 000
1993,0 - 4 999,Rover,Mini,6 CV,"Voitures, Offre",Essence,"(None,)"
1984,10 000 - 14 999,Fiat,127,5 CV,"Voitures, Offre",Essence,13 000
1998,25 000 - 29 999,Citroen,Berlingo,8 CV,"Voitures, Offre",Diesel,"(None,)"
2002,20 000 - 24 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,82 000
2003,300 000 - 349 999,Mercedes-Benz,220,centre_ville,"Voitures, Offre",Diesel,95 000
2008,200 000 - 249 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,48 000
1982,20 000 - 24 999,Mercedes-Benz,240,toute_la_ville,"Voitures, Offre",Diesel,40 000
2003,65 000 - 69 999,Peugeot,206,hay_hana,"Voitures, Offre",Essence,38 000
2008,110 000 - 119 999,Hyundai,Accent,medina_de_rabat,"Voitures, Offre",Essence,"(None,)"
1992,200 000 - 249 999,Ford,ESCORT,7 CV,"Voitures, Offre",Diesel,25 000
hay_salam,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",230
2006,350 000 - 399 999,Mitsubishi,L200,10 CV,"Voitures, Offre",Diesel,105 000
2000,200 000 - 249 999,Honda,City,hay_riad,"Voitures, Offre",Essence,33 000
2000,90 000 - 94 999,Renault,AVANTIME,"Voitures, Offre","
",Diesel,"(None,)"
2001,200 000 - 249 999,Mitsubishi,pajero,"Voitures, Offre","
",Diesel,60 000
2013,150 000 - 159 999,Citroen,Berlingo,6 CV,sidi_bernoussi,Diesel,"(None,)"
1984,160 000 - 169 999,Fiat,127,5 CV,"Voitures, Offre",Essence,13 000
1987,450 000 - 499 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,27 000
2014,90 000 - 94 999,Volkswagen,Touran,6 CV,"Voitures, Offre",Diesel,215 000
2002,180 000 - 189 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,82 000
2007,250 000 - 299 999,Audi,A3,8 CV,mabrouka,Diesel,108 000
1999,300 000 - 349 999,Nissan,Navara,10 CV,"Voitures, Offre",Diesel,65 000
1991,200 000 - 249 999,Mercedes-Benz,190,autre_secteur,"Voitures, Offre",Diesel,50 000
2016,75 000 - 79 999,Ford,Focus,autre_secteur,"Voitures, Offre",Diesel,150 000
2011,25 000 - 29 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,58 000
1997,25 000 - 29 999,Mercedes-Benz,220,taqaddoum,"Voitures, Offre",Diesel,62 000
2013,160 000 - 169 999,Volkswagen,Passat,ain_chock,"Voitures, Offre",Diesel,170 000
2007,200 000 - 249 999,Audi,TT,hay_riad,"Voitures, Offre",Essence,155 000
1993,190 000 - 199 999,Renault,19,7 CV,"Voitures, Offre",Diesel,43 000
2002,110 000 - 119 999,Peugeot,206,6 CV,autre_secteur,Essence,43 000
2013,140 000 - 149 999,Dacia,Dokker,hay_salam,"Voitures, Offre",Diesel,"(None,)"
annakhil,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Autre Immobilier, Offre",4 900 000
1999,200 000 - 249 999,Fiat,Siena,toute_la_ville,"Voitures, Offre",Diesel,41 000
1986,0 - 4 999,Renault,R21,8 CV,"Voitures, Offre",Essence,25 000
2010,120 000 - 129 999,Renault,Kangoo,6 CV,la_hacienda,Diesel,79 000
2010,170 000 - 179 999,Volkswagen,CC,centre_ville,"Voitures, Offre",Diesel,165 000
2015,120 000 - 129 999,Hyundai,ix 35,8 CV,haut_agdal,Diesel,179 000
2010,140 000 - 149 999,Hyundai,i 30,hay_zaytoun,"Voitures, Offre",Diesel,89 000
2019,190 000 - 199 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Diesel,130 000
2016,60 000 - 64 999,Ford,Kuga,13 CV,"Voitures, Offre",Diesel,160 000
1994,200 000 - 249 999,Renault,19,7 CV,"Voitures, Offre",Diesel,48 000
2000,25 000 - 29 999,Ford,Mondeo,route_del_jadida,"Voitures, Offre",Essence,280 000
1992,100 000 - 109 999,Mercedes-Benz,190,9 CV,"Voitures, Offre",Diesel,60 000
3,"249 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",al_hadiqa,1 200 000
2007,0 - 4 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,63 000
2007,200 000 - 249 999,Ford,Focus,7 CV,"Voitures, Offre",Diesel,83 000
1998,25 000 - 29 999,Audi,A4,8 CV,"Voitures, Offre",Diesel,75 000
1993,30 000 - 34 999,Renault,SUPER 5,toute_la_ville,"Voitures, Offre",Essence,12 000
2017,45 000 - 49 999,Hyundai,i 10,6 CV,massira_1,Essence,87 000
2010,150 000 - 159 999,Hyundai,Tucson,"Voitures, Offre","
",Diesel,980 000
2001,130 000 - 139 999,Volkswagen,Passat,8 CV,"Voitures, Offre",Diesel,62 000
2009,200 000 - 249 999,Renault,Symbol,6 CV,"Voitures, Offre",Diesel,67 000
1991,35 000 - 39 999,Land Rover,Defender,10 CV,"Voitures, Offre",Diesel,70 000
2001,15 000 - 19 999,Peugeot,406,10 CV,"Voitures, Offre",Essence,32 000
2004,250 000 - 299 999,Renault,Scenic,"Voitures, Offre","
",Diesel,64 900
2010,10 000 - 14 999,Audi,A5,8 CV,"Voitures, Offre",Diesel,230 000
2016,60 000 - 64 999,Land Rover,Range Rover Sport,"Voitures, Offre","
",Diesel,"(None,)"
2018,0 - 4 999,Dacia,Duster,6 CV,autre_secteur,Diesel,159 000
2006,20 000 - 24 999,Peugeot,407,8 CV,"Voitures, Offre",Diesel,63 000
2016,55 000 - 59 999,Hyundai,i 10,"Voitures, Offre","
",Essence,75 000
2012,100 000 - 109 999,Peugeot,206+,"Voitures, Offre","
",Diesel,80 000
2000,30 000 - 34 999,Peugeot,306,7 CV,"Voitures, Offre",Diesel,55 000
2004,120 000 - 129 999,Mercedes-Benz,240,15 CV,"Voitures, Offre",Essence,50 000
2007,45 000 - 49 999,Renault,19,7 CV,"Voitures, Offre",Diesel,45 000
2000,65 000 - 69 999,Honda,Accord,11 CV,"Voitures, Offre",Essence,26 000
2012,130 000 - 139 999,Volkswagen,GOLF 6,moulay_youssef,"Voitures, Offre",Diesel,130 000
2016,70 000 - 74 999,Dacia,Logan,"Voitures, Offre","
",Diesel,88 000
1997,15 000 - 19 999,Toyota,STARLET,7 CV,"Voitures, Offre",Essence,32 000
2005,190 000 - 199 999,Citroen,C4,6 CV,ain_el_hayani,Diesel,72 000
2013,150 000 - 159 999,Fiat,Punto,sidi_bernoussi,"Voitures, Offre",Diesel,72 000
2011,170 000 - 179 999,Audi,A1,tanja_balia,"Voitures, Offre",Diesel,130 000
2013,25 000 - 29 999,Peugeot,206,8 CV,"Voitures, Offre",Essence,78 000
2015,85 000 - 89 999,Alfa Romeo,Giulietta,ain_chock,"Voitures, Offre",Diesel,182 000
2009,75 000 - 79 999,Mercedes-Benz,220,8 CV,"Voitures, Offre",Diesel,180 000
2007,50 000 - 54 999,Renault,19,7 CV,"Voitures, Offre",Diesel,45 000
2015,70 000 - 74 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,"(None,)"
2014,110 000 - 119 999,Audi,A3,"Voitures, Offre","
",Diesel,"(None,)"
2011,20 000 - 24 999,Renault,Kangoo,"Voitures, Offre","
",Diesel,75 000
2000,15 000 - 19 999,Mercedes-Benz,250,10 CV,"Voitures, Offre",Diesel,55 000
2013,150 000 - 159 999,Audi,A3,tanger_city_center,"Voitures, Offre",Diesel,250 000
2003,30 000 - 34 999,Peugeot,206,7 CV,"Voitures, Offre",Diesel,"(None,)"
2008,0 - 4 999,Kia,Picanto,4 CV,"Voitures, Offre",Essence,47 000
agdal,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",300
2006,0 - 4 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,32 000
2006,30 000 - 34 999,Toyota,other,12 CV,ksikissat,Diesel,80 000
2005,20 000 - 24 999,Renault,Scenic,"Voitures, Offre","
",Diesel,73 000
2002,20 000 - 24 999,Fiat,Palio,hay_hassani,"Voitures, Offre",Diesel,33 000
2002,350 000 - 399 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,80 000
2003,180 000 - 189 999,Peugeot,406,11 CV,toute_la_ville,Essence,37 000
2016,90 000 - 94 999,Dacia,Logan,6 CV,yacoub_el_mansour,Diesel,95 000
2014,110 000 - 119 999,Audi,A3,"Voitures, Offre","
",Diesel,"(None,)"
2013,170 000 - 179 999,Hyundai,Accent,hay_riad,"Voitures, Offre",Diesel,"(None,)"
2009,100 000 - 109 999,Renault,Clio,"Voitures, Offre","
",Essence,"(None,)"
2014,65 000 - 69 999,Peugeot,301,6 CV,centre,Diesel,93 000
2006,120 000 - 129 999,Citroen,C3,6 CV,"Voitures, Offre",Diesel,65 000
2010,150 000 - 159 999,Honda,Accord,hamria,"Voitures, Offre",Diesel,132 000
2014,70 000 - 74 999,Hyundai,i 10,massira_1,"Voitures, Offre",Essence,64 000
2012,180 000 - 189 999,Seat,Ibiza,tanger_city_center,"Voitures, Offre",Diesel,"(None,)"
2008,0 - 4 999,Kia,Picanto,4 CV,"Voitures, Offre",Essence,47 000
2010,65 000 - 69 999,Seat,Ibiza,toute_la_ville,"Voitures, Offre",Essence,"(None,)"
1992,95 000 - 99 999,Volkswagen,GOLF 2,toute_la_ville,"Voitures, Offre",Diesel,53 000
2011,15 000 - 19 999,Chevrolet,Captiva,8 CV,"Voitures, Offre",Diesel,98 000
2015,60 000 - 64 999,Mitsubishi,outlander,9 CV,hay_riad,Diesel,220 000
2006,180 000 - 189 999,Volkswagen,PASSAT CC,le_centreville,"Voitures, Offre",Diesel,93 000
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",59
2009,160 000 - 169 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Diesel,98 000
ain_sebaa,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",280
2002,250 000 - 299 999,Renault,Scenic,7 CV,"Voitures, Offre",Diesel,62 000
1990,5 000 - 9 999,Peugeot,309,6 CV,bernoussi,Essence,19 000
2014,80 000 - 84 999,Volkswagen,CC,8 CV,sala_el_jadida,Diesel,190 000
2006,100 000 - 109 999,Kia,Picanto,"Voitures, Offre","
",Essence,52 000
2013,150 000 - 159 999,Volkswagen,Touran,ben_msick,"Voitures, Offre",Diesel,185 000
2017,45 000 - 49 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,93 000
2010,100 000 - 109 999,Dacia,Sandero,autre_secteur,"Voitures, Offre",Essence,57 000
2,"61 m²
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",autre_secteur,6 000
2002,250 000 - 299 999,Renault,Scenic,7 CV,"Voitures, Offre",Diesel,62 000
2015,60 000 - 64 999,Mercedes-Benz,Classe B,belvedere,"Voitures, Offre",Diesel,250 000
2009,160 000 - 169 999,Volkswagen,GOLF 5,"Voitures, Offre","
",Diesel,98 000
2017,30 000 - 34 999,Jeep,Grand Cherokee,12 CV,"Voitures, Offre",Diesel,410 000
2009,25 000 - 29 999,Nissan,GTR,maarif,"Voitures, Offre",Essence,"(None,)"
2007,60 000 - 64 999,Peugeot,307,al_fida,"Voitures, Offre",Essence,63 000
1998,250 000 - 299 999,Fiat,Uno,oued_fes,"Voitures, Offre",Diesel,36 000
2008,120 000 - 129 999,Honda,Jazz,8 CV,centre_ville,Essence,59 000
2012,250 000 - 299 999,Volkswagen,Caddy,8 CV,"Voitures, Offre",Diesel,"(None,)"
2015,90 000 - 94 999,Dacia,Dokker,"Voitures, Offre","
",Diesel,100 000
2004,170 000 - 179 999,Ford,Focus,7 CV,safi_2,Diesel,58 000
2014,55 000 - 59 999,Dacia,Sandero,6 CV,"Voitures, Offre",Diesel,105 000
2015,150 000 - 159 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,88 000
le_centreville,"-
","
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Voitures, Offre","(None,)"
2004,300 000 - 349 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,"(None,)"
2010,180 000 - 189 999,Volkswagen,Tiguan,8 CV,hay_riad,Diesel,195 000
2013,90 000 - 94 999,Volkswagen,GOLF 7,"Voitures, Offre","
",Diesel,190 000
1995,200 000 - 249 999,Renault,19,toute_la_ville,"Voitures, Offre",Diesel,48 000
2008,120 000 - 129 999,Opel,Corsa,marjane,"Voitures, Offre",Essence,54 000
2000,140 000 - 149 999,Mercedes-Benz,270,11 CV,toute_la_ville,Diesel,48 500
2018,5 000 - 9 999,Peugeot,208,hay_hassani,"Voitures, Offre",Diesel,135 000
1990,100 000 - 109 999,Mercedes-Benz,250,10 CV,"Voitures, Offre",Diesel,39 000
2008,180 000 - 189 999,Ford,C-Max,7 CV,"Voitures, Offre",Diesel,85 000
2001,200 000 - 249 999,Mercedes-Benz,other,8 CV,el_houda,Diesel,"(None,)"
2009,200 000 - 249 999,Ssangyong,Kyron,"Voitures, Offre","
",Diesel,75 000
2014,110 000 - 119 999,Dacia,Lodgy,"Voitures, Offre","
",Diesel,92 000
2017,55 000 - 59 999,Renault,Clio,6 CV,medina,Diesel,119 000
2001,30 000 - 34 999,Volkswagen,GOLF 4,8 CV,marjane,Diesel,77 000
2004,300 000 - 349 999,Mercedes-Benz,220,9 CV,ain_chock,Diesel,97 000
1985,25 000 - 29 999,Mercedes-Benz,250,10 CV,"Voitures, Offre",Diesel,37 000
2015,100 000 - 109 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,89 000
2013,190 000 - 199 999,Hyundai,i 30,6 CV,"Voitures, Offre",Diesel,110 000
2007,90 000 - 94 999,Citroen,C3,6 CV,"Voitures, Offre",Essence,50 000
2011,170 000 - 179 999,Honda,Odyssey,5 CV,toute_la_ville,Essence,49 000
2012,140 000 - 149 999,Nissan,Qashqai,gueliz,"Voitures, Offre",Diesel,130 000
2008,180 000 - 189 999,Toyota,Yaris,6 CV,"Voitures, Offre",Essence,550 000
2007,160 000 - 169 999,Renault,Clio,14 CV,"Voitures, Offre",Diesel,68 000
2016,75 000 - 79 999,Renault,Megane,6 CV,agdal,Diesel,135 000
2009,110 000 - 119 999,Fiat,Punto,7 CV,sidi_maarouf,Essence,57 000
2007,20 000 - 24 999,Hyundai,Tucson,8 CV,"Voitures, Offre",Diesel,93 000
2009,80 000 - 84 999,Renault,Clio,"Voitures, Offre","
",Diesel,65 000
2016,65 000 - 69 999,Dacia,Duster,ben_msick,"Voitures, Offre",Diesel,130 000
2008,200 000 - 249 999,Mazda,6,toute_la_ville,"Voitures, Offre",Essence,75 000
2012,140 000 - 149 999,Hyundai,Santa Fe,8 CV,"Voitures, Offre",Diesel,125 000
2007,190 000 - 199 999,Hyundai,Santa Fe,"Voitures, Offre","
",Diesel,93 000
2008,95 000 - 99 999,Dacia,Logan,7 CV,"Voitures, Offre",Diesel,63 000
1986,200 000 - 249 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,17 000
2017,65 000 - 69 999,Volkswagen,Tiguan,8 CV,"Voitures, Offre",Diesel,300 000
1985,25 000 - 29 999,Mercedes-Benz,250,10 CV,"Voitures, Offre",Diesel,"(None,)"
6,"59 m²
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",route_de_sefrou,360 000
2014,0 - 4 999,Nissan,VANETTE,"Voitures, Offre","
",Diesel,"(None,)"
2010,300 000 - 349 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,68 000
2008,130 000 - 139 999,Opel,Astra,medina_de_rabat,"Voitures, Offre",Essence,67 000
1986,160 000 - 169 999,Mitsubishi,pajero,9 CV,val_fleuri,Diesel,55 000
2006,20 000 - 24 999,Peugeot,206,daoudiate,"Voitures, Offre",Essence,43 000
2007,10 000 - 14 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,68 000
