Annee_Modele,Kilometrage,Marque,Modele,Puissance_fiscale,Type,TypeDeCarburant,prix 
2008,180 000 - 189 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,79 000
2005,160 000 - 169 999,Hyundai,Accent,5 CV,"Voitures, Offre",Diesel,41 000
3,"95 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",gueliz,600
2016,90 000 - 94 999,Nissan,NOTE,6 CV,autre_secteur,Diesel,100 000
2009,130 000 - 139 999,Toyota,RAV 4,toute_la_ville,"Voitures, Offre",Diesel,170 000
2002,90 000 - 94 999,Renault,Megane,7 CV,ouled_tayeb,Diesel,67 000
2,"87 m²
","Locations de vacances, Offre de location","
","
Sauvegarder l'annonce
","
",av_abdelkrim_el_khattabi,500
2007,140 000 - 149 999,Volkswagen,Caddy,hay_mohammadi,"Voitures, Offre",Diesel,"(None,)"
2014,110 000 - 119 999,Nissan,Qashqai,"Voitures, Offre","
",Diesel,"(None,)"
2013,10 000 - 14 999,Autres,Autres,skikina,"Voitures, Offre",Essence,"(None,)"
2012,120 000 - 129 999,Peugeot,308,autre_secteur,"Voitures, Offre",Diesel,102 000
1990,15 000 - 19 999,Renault,19,8 CV,"Voitures, Offre",Essence,28 000
2011,110 000 - 119 999,BMW,Serie 3,8 CV,ain_diab,Diesel,160 000
3,"150 m²
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",hay_salam,9 000
2006,200 000 - 249 999,Toyota,Prado,11 CV,"Voitures, Offre",Diesel,"(None,)"
2007,130 000 - 139 999,Mercedes-Benz,Classe B,8 CV,"Voitures, Offre",Diesel,95 000
2017,35 000 - 39 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,111 000
2010,190 000 - 199 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,62 000
1987,45 000 - 49 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,18 000
2007,190 000 - 199 999,Hyundai,Accent,sidi_bernoussi,"Voitures, Offre",Diesel,58 000
2007,20 000 - 24 999,Renault,Logan,6 CV,"Voitures, Offre",Diesel,58 000
2010,150 000 - 159 999,Peugeot,Tepee,oulfa,"Voitures, Offre",Diesel,97 000
2,"-
","Appartements, Offre","
","
Sauvegarder l'annonce
","
",autre_secteur,"(None,)"
2011,250 000 - 299 999,Audi,A4,8 CV,"Voitures, Offre",Diesel,190 000
2016,20 000 - 24 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,"(None,)"
1991,25 000 - 29 999,Fiat,Uno,saada,"Voitures, Offre",Diesel,25 000
2013,50 000 - 54 999,Toyota,Yaris,6 CV,"Voitures, Offre",Essence,80 000
2008,200 000 - 249 999,Ford,Focus,7 CV,hay_el_fath,Diesel,79 000
2013,140 000 - 149 999,Fiat,Doblo,5 CV,centre,Diesel,76 000
2012,110 000 - 119 999,Opel,Astra,"Voitures, Offre","
",Diesel,120 000
1997,25 000 - 29 999,Fiat,Uno,6 CV,autre_secteur,Essence,18 000
2013,100 000 - 109 999,Alfa Romeo,Giulietta,6 CV,"Voitures, Offre",Diesel,119 000
2007,200 000 - 249 999,Nissan,Murano,"Voitures, Offre","
",Essence,70 000
1999,250 000 - 299 999,Mitsubishi,lancer,"Voitures, Offre","
",Essence,22 000
2014,120 000 - 129 999,Hyundai,Santa Fe,9 CV,"Voitures, Offre",Diesel,"(None,)"
2006,200 000 - 249 999,BMW,Serie 7,12 CV,hay_hassani,Diesel,90 000
2012,200 000 - 249 999,Volkswagen,Tiguan,"Voitures, Offre","
",Diesel,155 000
2013,75 000 - 79 999,Hyundai,ix 35,7 CV,ahlane,Diesel,150 000
1990,20 000 - 24 999,Peugeot,309,"Voitures, Offre","
",Essence,25 000
"Jardin et Outils de bricolage, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",1 600
2008,15 000 - 19 999,Honda,NSX,6 CV,"Voitures, Offre",Essence,50 000
2000,90 000 - 94 999,Hyundai,i 10,6 CV,"Voitures, Offre",Essence,40 000
2006,180 000 - 189 999,Volkswagen,Passat,8 CV,toute_la_ville,Diesel,83 000
2000,400 000 - 449 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,70 000
2012,140 000 - 149 999,Mercedes-Benz,210,9 CV,kasbah,Diesel,178 000
2012,150 000 - 159 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,130 000
1996,190 000 - 199 999,Renault,EXPRESS,7 CV,"Voitures, Offre",Diesel,43 000
1995,160 000 - 169 999,Toyota,Hi Ace,6 CV,belvedere,Diesel,46 000
2009,100 000 - 109 999,mini,cooper,9 CV,ain_sebaa,Essence,"(None,)"
2012,120 000 - 129 999,Peugeot,206,agdal,"Voitures, Offre",Diesel,80 000
1999,100 000 - 109 999,Renault,Megane,10 CV,"Voitures, Offre",Essence,48 000
2008,180 000 - 189 999,Mercedes-Benz,220,autre_secteur,"Voitures, Offre",Diesel,147 000
1990,300 000 - 349 999,Peugeot,205,ain_chock,"Voitures, Offre",Diesel,45 000
2015,80 000 - 84 999,Renault,Clio,sidi_bernoussi,"Voitures, Offre",Diesel,100 000
2010,140 000 - 149 999,Peugeot,206+,6 CV,"Voitures, Offre",Essence,53 000
2007,190 000 - 199 999,Mercedes-Benz,Classe C,toute_la_ville,"Voitures, Offre",Diesel,160 000
2006,0 - 4 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,50 000
2002,0 - 4 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,40 000
1986,95 000 - 99 999,Peugeot,205,"Voitures, Offre","
",Diesel,25 000
2000,180 000 - 189 999,Fiat,Palio,6 CV,"Voitures, Offre",Essence,"(None,)"
1992,55 000 - 59 999,Fiat,Uno,5 CV,"Voitures, Offre",Diesel,23 000
2017,30 000 - 34 999,Volkswagen,Touran,8 CV,centre_ville,Diesel,250 000
2,"100 m²
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",el_houda,2 800
2015,10 000 - 14 999,Citroen,Berlingo,7 CV,"Voitures, Offre",Diesel,120 000
2005,30 000 - 34 999,Renault,19,7 CV,"Voitures, Offre",Diesel,43 000
2007,15 000 - 19 999,Renault,Scenic,narjis,"Voitures, Offre",Diesel,84 000
2005,250 000 - 299 999,Volkswagen,GOLF 5,8 CV,ben_msick,Diesel,"(None,)"
1995,0 - 4 999,Renault,19,7 CV,"Voitures, Offre",Diesel,50 000
2015,130 000 - 139 999,Ford,C-Max,6 CV,"Voitures, Offre",Essence,110 000
1997,120 000 - 129 999,Toyota,STARLET,7 CV,belvedere,Essence,27 000
2007,190 000 - 199 999,Renault,Clio,allal_el_fassi,"Voitures, Offre",Diesel,70 000
2012,120 000 - 129 999,Dacia,Duster,7 CV,ben_msick,Diesel,107 000
2009,90 000 - 94 999,Toyota,Corolla,oued_fes,"Voitures, Offre",Diesel,"(None,)"
2019,20 000 - 24 999,Dacia,Logan,"Voitures, Offre","
",Diesel,62 000
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Appareils photo et Caméras, Offre","(None,)"
hay_el_andalous,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre","(None,)"
2011,25 000 - 29 999,Opel,OMEGA,rouidat,"Voitures, Offre",Diesel,"(None,)"
sala_el_jadida,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre","(None,)"
2011,170 000 - 179 999,Volkswagen,GOLF 6,6 CV,"Voitures, Offre",Diesel,147 000
1997,35 000 - 39 999,Renault,Laguna,toute_la_ville,"Voitures, Offre",Diesel,33 000
2016,110 000 - 119 999,mini,cooper,6 CV,massira,Diesel,"(None,)"
2004,130 000 - 139 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,48 000
2003,170 000 - 179 999,Renault,Laguna,10 CV,"Voitures, Offre",Essence,47 000
toute_la_ville,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",4 000
2010,250 000 - 299 999,Citroen,C4,6 CV,"Voitures, Offre",Diesel,84 000
1998,450 000 - 499 999,Toyota,Tercel,7 CV,"Voitures, Offre",Essence,30 000
yacoub_el_mansour,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",150
1985,20 000 - 24 999,Peugeot,205,8 CV,"Voitures, Offre",Essence,28 000
2012,180 000 - 189 999,Fiat,Punto,7 CV,abattoirs,Essence,50 000
1998,400 000 - 449 999,Toyota,Tercel,7 CV,"Voitures, Offre",Essence,30 000
2009,140 000 - 149 999,Toyota,Avensis,5 CV,guich_oudaya,Diesel,"(None,)"
2013,200 000 - 249 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,72 000
2006,190 000 - 199 999,Kia,Optima,"Voitures, Offre","
",Essence,38 000
2009,170 000 - 179 999,Volkswagen,GOLF 6,8 CV,agdal,Diesel,118 000
1986,200 000 - 249 999,Volkswagen,Jetta,"Voitures, Offre","
",Diesel,38 000
1992,170 000 - 179 999,Renault,19,le_centreville,"Voitures, Offre",Diesel,40 000
2007,20 000 - 24 999,Peugeot,207,7 CV,sidi_bernoussi,Diesel,68 000
2008,130 000 - 139 999,Volkswagen,GOLF PLUS,8 CV,"Voitures, Offre",Diesel,90 000
2011,120 000 - 129 999,Volkswagen,GOLF 6,6 CV,hay_riad,Diesel,120 000
2008,130 000 - 139 999,Volkswagen,GOLF PLUS,8 CV,"Voitures, Offre",Diesel,90 000
2008,150 000 - 159 999,Honda,Civic,"Voitures, Offre","
",Essence,62 000
2004,10 000 - 14 999,Peugeot,206,6 CV,"Voitures, Offre",Diesel,61 000
2015,5 000 - 9 999,Volkswagen,CC,"Voitures, Offre","
",Diesel,"(None,)"
2005,0 - 4 999,Volkswagen,Gol,6 CV,oulfa,Essence,28 000
10,"450 m²
","Maisons et Villas, Offre de location","
","
Sauvegarder l'annonce
","
",hay_riad,17 500
2010,140 000 - 149 999,Peugeot,Tepee,6 CV,"Voitures, Offre",Diesel,"(None,)"
2006,130 000 - 139 999,Kia,Picanto,autre_secteur,"Voitures, Offre",Essence,53 000
1992,0 - 4 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,63 000
2010,140 000 - 149 999,Renault,Symbol,"Voitures, Offre","
",Essence,55 000
2004,10 000 - 14 999,Peugeot,204,6 CV,"Voitures, Offre",Diesel,61 000
2014,0 - 4 999,Dacia,Sandero,massira,"Voitures, Offre",Diesel,75 000
2009,100 000 - 109 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,"(None,)"
1997,30 000 - 34 999,Volkswagen,GOLF 3,8 CV,"Voitures, Offre",Diesel,48 000
1981,80 000 - 84 999,Mercedes-Benz,240,4 CV,hay_lazaret,Diesel,"(None,)"
2013,140 000 - 149 999,Volkswagen,Jetta,8 CV,"Voitures, Offre",Diesel,"(None,)"
2017,20 000 - 24 999,Fiat,500,6 CV,centre_ville,Essence,115 000
2013,80 000 - 84 999,Nissan,Qashqai,ain_sebaa,"Voitures, Offre",Diesel,"(None,)"
2008,160 000 - 169 999,Subaru,other,route_de_casablanca,"Voitures, Offre",Essence,110 000
2004,200 000 - 249 999,Nissan,Sunny,autre_secteur,"Voitures, Offre",Essence,41 000
1998,35 000 - 39 999,Mercedes-Benz,250,10 CV,"Voitures, Offre",Diesel,70 000
2012,90 000 - 94 999,Volkswagen,GOLF 6,"Voitures, Offre","
",Diesel,152 000
1999,35 000 - 39 999,Suzuki,Carry,5 CV,"Voitures, Offre",Diesel,160 000
2009,190 000 - 199 999,Volkswagen,Golf,toute_la_ville,"Voitures, Offre",Diesel,120 000
2013,150 000 - 159 999,Dacia,Duster,6 CV,"Voitures, Offre",Diesel,120 000
2015,100 000 - 109 999,Dacia,Dokker,6 CV,"Voitures, Offre",Diesel,87 000
1998,300 000 - 349 999,Volkswagen,Passat,8 CV,"Voitures, Offre",Diesel,15 000
"Voitures, Offre","-
","
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",53 000
2012,190 000 - 199 999,Audi,A3,agdal,"Voitures, Offre",Diesel,113 000
2010,130 000 - 139 999,Volkswagen,CC,8 CV,belvedere,Diesel,170 000
2008,20 000 - 24 999,Honda,Accord,ain_chock,"Voitures, Offre",Essence,75 000
1996,0 - 4 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,25 000
1998,150 000 - 159 999,Renault,Trafic,8 CV,"Voitures, Offre",Diesel,65 000
2017,45 000 - 49 999,Hyundai,Tucson,7 CV,"Voitures, Offre",Diesel,"(None,)"
2019,10 000 - 14 999,Mercedes-Benz,220,"Voitures, Offre","
",Diesel,3 200
2008,20 000 - 24 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,73 000
2008,130 000 - 139 999,Toyota,RAV 4,guich_oudaya,"Voitures, Offre",Diesel,125 000
2003,0 - 4 999,Renault,Laguna,10 CV,"Voitures, Offre",Essence,46 000
2013,200 000 - 249 999,Audi,Q5,"Voitures, Offre","
",Diesel,272 000
2011,130 000 - 139 999,Hyundai,i 10,aakkari,"Voitures, Offre",Essence,60 000
2009,15 000 - 19 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,65 000
2009,110 000 - 119 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,87 000
2002,250 000 - 299 999,Audi,A4,8 CV,"Voitures, Offre",Diesel,65 000
2014,30 000 - 34 999,Ford,Focus,6 CV,"Voitures, Offre",Diesel,155 000
2008,15 000 - 19 999,Dacia,Logan,hamria,"Voitures, Offre",Diesel,73 000
2014,100 000 - 109 999,Renault,Fluence,6 CV,"Voitures, Offre",Diesel,112 000
2010,25 000 - 29 999,Seat,Cordoba,"Voitures, Offre","
",Diesel,40 000
2015,85 000 - 89 999,Peugeot,308,safi_2,"Voitures, Offre",Diesel,"(None,)"
2006,10 000 - 14 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,125 000
1996,190 000 - 199 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,27 000
1994,10 000 - 14 999,Peugeot,205,6 CV,"Voitures, Offre",Essence,24 000
1998,0 - 4 999,Mercedes-Benz,Vito,boustane,"Voitures, Offre",Diesel,85 000
2012,15 000 - 19 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,75 000
2007,5 000 - 9 999,Kia,Sorento,"Voitures, Offre","
",Diesel,80 000
2003,250 000 - 299 999,Mercedes-Benz,220,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2012,15 000 - 19 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,75 000
1992,200 000 - 249 999,Fiat,TIPO,8 CV,"Voitures, Offre",Essence,16 000
1992,65 000 - 69 999,Citroen,AX,6 CV,"Voitures, Offre",Essence,18 000
1990,130 000 - 139 999,Peugeot,309,9 CV,aouama_gharbia,Diesel,27 000
2002,40 000 - 44 999,Peugeot,206,hay_rahma,"Voitures, Offre",Diesel,46 000
2018,30 000 - 34 999,Dacia,Sandero,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2015,30 000 - 34 999,Dacia,Logan,marjane_2,"Voitures, Offre",Diesel,85 000
1987,65 000 - 69 999,Mitsubishi,pajero sport,9 CV,"Voitures, Offre",Diesel,55 000
1984,15 000 - 19 999,Volkswagen,GOLF 2,6 CV,"Voitures, Offre",Diesel,28 000
"Jardin et Outils de bricolage, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",180
2014,100 000 - 109 999,Dacia,Logan,ben_msick,"Voitures, Offre",Diesel,69 000
1997,25 000 - 29 999,Volkswagen,GOLF 3,10 CV,toute_la_ville,Essence,35 000
2010,190 000 - 199 999,Dacia,Logan,8 CV,hay_nahda,Essence,45 000
2009,75 000 - 79 999,Fiat,Linea,8 CV,el_bassatine,Essence,50 000
2001,350 000 - 399 999,Volkswagen,GOLF 4,8 CV,"Voitures, Offre",Diesel,75 000
"Accessoires informatique et Gadgets, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",40
2003,0 - 4 999,Citroen,Berlingo,7 CV,"Voitures, Offre",Diesel,58 000
2013,150 000 - 159 999,Volkswagen,Touran,ben_msick,"Voitures, Offre",Diesel,185 000
1989,0 - 4 999,Mercedes-Benz,250,autre_secteur,"Voitures, Offre",Diesel,"(None,)"
2011,100 000 - 109 999,Audi,Q5,"Voitures, Offre","
",Diesel,240 000
2006,15 000 - 19 999,Peugeot,407,charaff,"Voitures, Offre",Diesel,63 000
2004,200 000 - 249 999,Toyota,Corolla,8 CV,"Voitures, Offre",Essence,50 000
2010,110 000 - 119 999,Chevrolet,Spark,toute_la_ville,"Voitures, Offre",Essence,46 000
1990,0 - 4 999,Peugeot,405,hay_moulay_rachid,"Voitures, Offre",Diesel,35 000
1993,100 000 - 109 999,Honda,Civic,9 CV,"Voitures, Offre",Essence,23 000
1990,180 000 - 189 999,Mercedes-Benz,190,10 CV,"Voitures, Offre",Diesel,70 000
1988,55 000 - 59 999,Mercedes-Benz,190,8 CV,"Voitures, Offre",Diesel,38 000
2013,80 000 - 84 999,Renault,Clio,6 CV,"Voitures, Offre",Diesel,98 000
2008,160 000 - 169 999,Peugeot,207,6 CV,"Voitures, Offre",Diesel,"(None,)"
2011,100 000 - 109 999,Fiat,Punto,"Voitures, Offre","
",Essence,"(None,)"
2008,25 000 - 29 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,62 000
1994,0 - 4 999,Peugeot,306,ben_msick,"Voitures, Offre",Diesel,39 000
2008,200 000 - 249 999,Renault,Scenic,ben_msick,"Voitures, Offre",Diesel,80 000
1998,0 - 4 999,Ford,ESCORT,7 CV,"Voitures, Offre",Essence,30 000
2004,180 000 - 189 999,Peugeot,Partner,7 CV,"Voitures, Offre",Diesel,48 000
2016,50 000 - 54 999,Mercedes-Benz,Classe GLC,9 CV,"Voitures, Offre",Diesel,360 000
2001,20 000 - 24 999,Fiat,Uno,"Voitures, Offre","
",Diesel,25 000
1998,25 000 - 29 999,Volvo,S40,7 CV,"Voitures, Offre",Diesel,47 000
1997,0 - 4 999,Fiat,Uno,route_de_ouarzazate,"Voitures, Offre",Diesel,32 000
2005,300 000 - 349 999,Renault,Kangoo,6 CV,"Voitures, Offre",Diesel,57 000
2016,65 000 - 69 999,Dacia,Sandero,"Voitures, Offre","
",Diesel,120 000
2002,200 000 - 249 999,Fiat,Palio,6 CV,"Voitures, Offre",Diesel,33 000
1994,0 - 4 999,Volkswagen,GOLF 2,"Voitures, Offre","
",Diesel,33 000
2015,160 000 - 169 999,Audi,A3,8 CV,"Voitures, Offre",Diesel,280 000
1993,35 000 - 39 999,Renault,EXPRESS,6 CV,"Voitures, Offre",Essence,32 000
2004,20 000 - 24 999,Nissan,280,14 CV,"Voitures, Offre",Essence,60 000
2012,15 000 - 19 999,Fiat,Pinto,7 CV,gueliz,Essence,50 000
2015,85 000 - 89 999,Fiat,Doblo,6 CV,hay_mohammadi,Diesel,93 000
2002,5 000 - 9 999,Renault,R19,7 CV,"Voitures, Offre",Diesel,40 000
2012,110 000 - 119 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,"(None,)"
2015,35 000 - 39 999,Toyota,Corolla,agdal,"Voitures, Offre",Diesel,147 000
2010,140 000 - 149 999,Opel,Insignia,8 CV,bernoussi,Diesel,"(None,)"
9,"505 m²
","Maisons et Villas, Offre","
","
Sauvegarder l'annonce
","
",toute_la_ville,7 500 000
2007,50 000 - 54 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,32 000
1997,45 000 - 49 999,Fiat,Uno,5 CV,sidi_maarouf,Essence,23 000
2003,300 000 - 349 999,Renault,Laguna,7 CV,"Voitures, Offre",Diesel,55 000
2000,0 - 4 999,Peugeot,205,7 CV,"Voitures, Offre",Diesel,34 000
2007,150 000 - 159 999,Peugeot,207,6 CV,"Voitures, Offre",Diesel,71 000
2012,120 000 - 129 999,BMW,Serie 1,"Voitures, Offre","
",Diesel,137 000
2000,100 000 - 109 999,Autres,Autres,centre_ville,"Voitures, Offre",Essence,"(None,)"
2014,40 000 - 44 999,Volkswagen,Tiguan,"Voitures, Offre","
",Diesel,"(None,)"
2014,150 000 - 159 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,102 000
2004,250 000 - 299 999,Fiat,Palio,"Voitures, Offre","
",Diesel,37 000
2017,30 000 - 34 999,Fiat,500,"Voitures, Offre","
",Essence,"(None,)"
2011,35 000 - 39 999,Isuzu,D-MAX,10 CV,"Voitures, Offre",Diesel,155 000
2008,90 000 - 94 999,Ford,Fiesta,7 CV,sidi_maarouf,Essence,60 000
2014,0 - 4 999,Ford,Fiesta,6 CV,"Voitures, Offre",Diesel,105 000
2006,200 000 - 249 999,Renault,Clio,toute_la_ville,"Voitures, Offre",Diesel,"(None,)"
2006,5 000 - 9 999,Daihatsu,YRV,6 CV,"Voitures, Offre",Essence,32 000
1988,0 - 4 999,BMW,M3,"Voitures, Offre","
",Essence,10 000
2005,190 000 - 199 999,Volkswagen,GOLF 5,6 CV,"Voitures, Offre",Essence,33 000
2019,100 000 - 109 999,Audi,Q5,8 CV,"Voitures, Offre",Diesel,380 000
1987,35 000 - 39 999,Fiat,Uno,5 CV,"Voitures, Offre",Diesel,18 000
2010,200 000 - 249 999,Peugeot,207,"Voitures, Offre","
",Essence,59 000
2008,10 000 - 14 999,Citroen,C3,6 CV,"Voitures, Offre",Diesel,40 000
2012,90 000 - 94 999,Porsche,911 Carrera,20 CV,cil,Essence,650 000
2014,80 000 - 84 999,Audi,Q3,"Voitures, Offre","
",Diesel,310 000
medina,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",699
2008,150 000 - 159 999,Kia,Picanto,daoudiate,"Voitures, Offre",Essence,48 500
2001,40 000 - 44 999,Renault,Clio,8 CV,"Voitures, Offre",Essence,35 000
2012,110 000 - 119 999,Fiat,Doblo,al_fida,"Voitures, Offre",Diesel,66 000
1998,0 - 4 999,Ford,ESCORT,7 CV,"Voitures, Offre",Essence,30 000
2014,0 - 4 999,Dacia,Logan,6 CV,"Voitures, Offre",Diesel,100 000
2000,20 000 - 24 999,Fiat,Uno,7 CV,"Voitures, Offre",Diesel,25 000
2008,70 000 - 74 999,Chery,Tiggo,"Voitures, Offre","
",Essence,45 000
2014,90 000 - 94 999,Mercedes-Benz,Classe C,"Voitures, Offre","
",Diesel,360 000
2004,0 - 4 999,Peugeot,104,"Voitures, Offre","
",Diesel,"(None,)"
2008,0 - 4 999,Peugeot,Partner,6 CV,"Voitures, Offre",Diesel,550 000
1989,10 000 - 14 999,Peugeot,405,9 CV,"Voitures, Offre",Essence,25 000
2008,100 000 - 109 999,Honda,CR-V,centre,"Voitures, Offre",Essence,80 000
2010,70 000 - 74 999,Dacia,Logan,6 CV,toute_la_ville,Diesel,62 000
1987,80 000 - 84 999,Peugeot,309,7 CV,toute_la_ville,Diesel,30 000
2003,250 000 - 299 999,Citroen,Xsara Picasso,8 CV,"Voitures, Offre",Diesel,"(None,)"
2002,25 000 - 29 999,BMW,Serie 5,11 CV,"Voitures, Offre",Essence,25 000
arset_ben_chebli,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",999
2011,110 000 - 119 999,Renault,Latitude,benmsik,"Voitures, Offre",Essence,80 000
2007,150 000 - 159 999,Suzuki,Alto,5 CV,"Voitures, Offre",Essence,34 000
2014,100 000 - 109 999,Mercedes-Benz,250,ain_chock,"Voitures, Offre",Diesel,"(None,)"
2010,160 000 - 169 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,80 000
2014,170 000 - 179 999,Dacia,Logan,sidi_moumen,"Voitures, Offre",Diesel,79 000
1998,60 000 - 64 999,Peugeot,306,8 CV,"Voitures, Offre",Diesel,38 000
2003,250 000 - 299 999,BMW,Serie 3,8 CV,"Voitures, Offre",Diesel,64 000
2005,15 000 - 19 999,Peugeot,Partner,al_aroui,"Voitures, Offre",Diesel,"(None,)"
belvedere,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Pièces et Accessoires pour véhicules, Offre",1 100
2001,15 000 - 19 999,Skoda,Fabia,8 CV,"Voitures, Offre",Essence,33 000
2011,95 000 - 99 999,Kia,Picanto,5 CV,"Voitures, Offre",Essence,58 000
2012,0 - 4 999,Peugeot,206+,6 CV,"Voitures, Offre",Essence,70 000
1999,250 000 - 299 999,Volkswagen,Golf,ain_chock,"Voitures, Offre",Diesel,58 000
2006,200 000 - 249 999,Kia,Cerato,8 CV,"Voitures, Offre",Diesel,52 000
2008,110 000 - 119 999,Citroen,C3,gueliz,"Voitures, Offre",Essence,49 500
2005,0 - 4 999,Renault,R19,toute_la_ville,"Voitures, Offre",Essence,40 000
1999,35 000 - 39 999,Peugeot,406,8 CV,abattoirs,Diesel,47 000
"Accessoires informatique et Gadgets, Offre",,"
Sauvegarder l'annonce
","
","Partager l'annonce
","
","
",150
1997,250 000 - 299 999,Fiat,Uno,"Voitures, Offre","
",Diesel,25 000
1997,180 000 - 189 999,Toyota,Tercel,7 CV,hay_hassani,Essence,25 000
2007,170 000 - 179 999,BMW,Serie 7,12 CV,"Voitures, Offre",Diesel,105 000
arset_el_houta,,"
","
Sauvegarder l'annonce
","
","Partager l'annonce
","Accessoires informatique et Gadgets, Offre","(None,)"
2010,200 000 - 249 999,Peugeot,406,"Voitures, Offre","
",Diesel,58 000
2011,95 000 - 99 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,58 000
2010,180 000 - 189 999,Opel,Astra,"Voitures, Offre","
",Diesel,98 000
2005,40 000 - 44 999,Toyota,Corolla verso,massira_1,"Voitures, Offre",Diesel,65 000
2016,95 000 - 99 999,Renault,Megane,6 CV,"Voitures, Offre",Diesel,180 000
2008,0 - 4 999,Kia,Picanto,6 CV,"Voitures, Offre",Essence,47 000
2010,40 000 - 44 999,Mercedes-Benz,300,"Voitures, Offre","
",Diesel,"(None,)"
2005,0 - 4 999,Renault,Kangoo,7 CV,"Voitures, Offre",Diesel,57 000
2008,190 000 - 199 999,Volkswagen,Passat,targa,"Voitures, Offre",Diesel,"(None,)"
1998,15 000 - 19 999,Hyundai,Accent,medina,"Voitures, Offre",Essence,27 000
1993,350 000 - 399 999,Renault,R9,7 CV,"Voitures, Offre",Essence,27 000
2016,5 000 - 9 999,Fiat,Punto,7 CV,"Voitures, Offre",Essence,90 000
2010,190 000 - 199 999,Mercedes-Benz,220,9 CV,"Voitures, Offre",Diesel,80 000
1988,45 000 - 49 999,Peugeot,309,sidi_bernoussi,"Voitures, Offre",Diesel,"(None,)"
2017,5 000 - 9 999,Fiat,TEMPRA,5 CV,"Voitures, Offre",Diesel,9 800
2003,10 000 - 14 999,Fiat,Palio,6 CV,"Voitures, Offre",Diesel,42 000
1998,35 000 - 39 999,Foton,Forland,7 CV,"Voitures, Offre",Diesel,24 000
2007,5 000 - 9 999,Renault,19,8 CV,"Voitures, Offre",Essence,35 000
2005,250 000 - 299 999,Renault,Laguna,"Voitures, Offre","
",Diesel,75 000
2014,15 000 - 19 999,Kia,Picanto,"Voitures, Offre","
",Essence,48 000
2008,190 000 - 199 999,Alfa Romeo,159,wifak,"Voitures, Offre",Diesel,95 000
2014,75 000 - 79 999,Volkswagen,Caddy,6 CV,"Voitures, Offre",Diesel,147 000
2011,15 000 - 19 999,Renault,Kangoo,sidi_maarouf,"Voitures, Offre",Diesel,67 000
2,"67 m²
","Appartements, Offre de location","
","
Sauvegarder l'annonce
","
",wifak,3 000
2010,180 000 - 189 999,Opel,Astra,"Voitures, Offre","
",Diesel,98 000
2017,35 000 - 39 999,Peugeot,Tepee,6 CV,sidi_bernoussi,Diesel,111 000
